,examine,id,members,lowalch,limit,value,highalch,icon,name
859,Sliced and hollowed out to form a keg.,5769,True,1.0,10000.0,1,1.0,Calquat keg.png,Calquat keg
860,This sapling is ready to be replanted in a Calquat Tree patch.,5503,True,1.0,200.0,1,1.0,Calquat sapling.png,Calquat sapling
861,Plant in a plantpot of soil to grow a sapling.,5290,True,136.0,200.0,340,204.0,Calquat tree seed 5.png,Calquat tree seed
862,A teleport to Camelot.,8010,True,1.0,10000.0,1,1.0,Camelot teleport (tablet).png,Camelot teleport (tablet)
863,A candle.,36,True,1.0,40.0,3,1.0,Candle.png,Candle
864,A candle in a glass cage.,4532,True,6.0,100.0,15,9.0,Candle lantern (black).png,Candle lantern (black)
865,A candle in a glass cage.,4529,True,6.0,40.0,15,9.0,Candle lantern (white).png,Candle lantern (white)
866,The barrels of the multicannon.,10,True,75000.0,70.0,187500,112500.0,Cannon barrels.png,Cannon barrels
867,The cannon is built on this.,6,True,75000.0,70.0,187500,112500.0,Cannon base.png,Cannon base
868,This powers the multicannon.,12,True,75000.0,70.0,187500,112500.0,Cannon furnace.png,Cannon furnace
869,The mounting for the multicannon.,8,True,75000.0,70.0,187500,112500.0,Cannon stand.png,Cannon stand
870,Ammo for the Dwarf Cannon.,2,True,2.0,11000.0,5,3.0,Cannonball.png,Cannonball
871,Lets the person behind you know that you mean business.,23351,True,2000.0,8.0,5000,3000.0,Cape of skulls.png,Cape of skulls
872,"A teleport to Carrallangar, in level 19 Wilderness.",12776,True,1.0,10000.0,1,1.0,Carrallangar teleport (tablet).png,Carrallangar teleport (tablet)
873,How does it all fit in there?,8566,True,4.0,500.0,10,6.0,Carved oak bench (flatpack).png,Carved oak bench (flatpack)
874,Carved oak magic wardrobe.,9853,True,4.0,500.0,10,6.0,Carved oak magic wardrobe (flatpack).png,Carved oak magic wardrobe (flatpack)
875,How does it all fit in there?,8552,True,4.0,500.0,10,6.0,Carved oak table (flatpack).png,Carved oak table (flatpack)
876,How does it all fit in there?,8570,True,4.0,500.0,10,6.0,Carved teak bench (flatpack).png,Carved teak bench (flatpack)
877,Carved teak magic wardrobe.,9855,True,4.0,500.0,10,6.0,Carved teak magic wardrobe (flatpack).png,Carved teak magic wardrobe (flatpack)
878,How does it all fit in there?,8556,True,4.0,500.0,10,6.0,Carved teak table (flatpack).png,Carved teak table (flatpack)
879,I hope there's treasure in it.,405,True,20.0,50.0,50,30.0,Casket.png,Casket
880,Must be worn as you enter the game to receive the bonus for that game.,11079,False,670.0,10000.0,1675,1005.0,Castle wars bracelet.png,Castle wars bracelet(3)
881,Miaow!,12361,True,960.0,4.0,2400,1440.0,Cat mask.png,Cat mask
882,A mysterious power emanates from the talisman...,26798,True,1.0,40.0,1,1.0,Catalytic talisman.png,Catalytic talisman
883,A tiara infused with the properties of every catalytic rune.,26801,True,1.0,40.0,1,1.0,Catalytic tiara.png,Catalytic tiara
884,A teleport to Catherby.,24961,True,1.0,10000.0,1,1.0,Catherby teleport (tablet).png,Catherby teleport (tablet)
885,I hope I don't meet any roundheads...,11280,True,80.0,150.0,200,120.0,Cavalier mask.png,Cavalier mask
886,It's a bit slimy.,5003,True,6.0,10000.0,15,9.0,Cave eel.png,Cave eel
887,Wire found in Dorgesh-Kaan.,10981,True,8.0,11000.0,20,12.0,Cave goblin wire.png,Cave goblin wire
888,"Caviar, or expensive fishy eggs.",11326,True,20.0,13000.0,50,30.0,Caviar.png,Caviar
889,"A length of celastrus wood, ready for fletching.",22935,True,180.0,12000.0,450,270.0,Celastrus bark.png,Celastrus bark
890,This sapling is ready to be replanted in a Celastrus patch.,22856,True,1.0,200.0,1,1.0,Celastrus sapling.png,Celastrus sapling
891,For growing a Celastrus tree.,22869,True,216.0,200.0,540,324.0,Celastrus seed 5.png,Celastrus seed
892,A teleport to the Cemetery in level 31 Wilderness.,19627,True,1.0,10000.0,1,1.0,Cemetery teleport (tablet).png,Cemetery teleport (tablet)
893,Used for low level missile spells.,562,False,36.0,12000.0,90,54.0,Chaos rune.png,Chaos rune
894,A mysterious power emanates from the talisman...,1452,True,1.0,11000.0,4,2.0,Chaos talisman.png,Chaos talisman
895,A tiara infused with the properties of chaos.,5543,True,40.0,40.0,100,60.0,Chaos tiara.png,Chaos tiara
896,A lump of charcoal.,973,False,18.0,13000.0,45,27.0,Charcoal.png,Charcoal
897,A scroll for charging dragonstone jewellery.,20238,True,1.0,10000.0,1,1.0,Charge dragonstone jewellery scroll.png,Charge dragonstone jewellery scroll
898,It's got holes in it.,1985,False,1.0,13000.0,4,2.0,Cheese.png,Cheese
899,This smells really good.,2259,True,1.0,6000.0,2,1.0,Cheese+tom batta.png,Cheese+tom batta
900,"A fruity, full-bodied ale.",5755,True,1.0,2000.0,2,1.0,Chef's delight.png,Chef's delight
901,How does it all fit in there?,8526,True,4.0,500.0,10,6.0,Chef's delight (flatpack).png,Chef's delight (flatpack)
902,This keg contains 4 pints of Chef's Delight.,5833,True,1.0,2000.0,1,1.0,Chef's delight(4).png,Chef's delight(4)
903,This looks a good deal stronger than normal Chef's Delight.,5757,True,1.0,2000.0,2,1.0,Chef's delight(m).png,Chef's delight(m)
904,This keg contains 4 pints of mature Chef's Delight.,5913,True,1.0,2000.0,1,1.0,Chef's delight(m4).png,Chef's delight(m4)
905,What a silly hat.,1949,False,1.0,150.0,2,1.0,Chef's hat.png,Chef's hat
906,A bowl of meat in chilli-con-carne sauce.,7062,True,5.0,13000.0,13,7.0,Chilli con carne.png,Chilli con carne
907,A baked potato with chilli con carne.,7054,True,5.0,13000.0,13,7.0,Chilli potato.png,Chilli potato
908,Handle with care.,10033,True,56.0,7000.0,140,84.0,Chinchompa.png,Chinchompa
909,Good for detailed Crafting.,1755,False,1.0,40.0,1,1.0,Chisel.png,Chisel
910,A warm creamy alcoholic beverage.,2074,True,12.0,2000.0,30,18.0,Choc saturday.png,Choc saturday
911,Better eat this before it melts.,6794,True,12.0,6000.0,30,18.0,Choc-ice.png,Choc-ice
912,Yum... smells good.,2209,True,1.0,6000.0,2,1.0,Chocchip crunchies.png,Chocchip crunchies
913,Mmmmmmm chocolate.,1973,False,4.0,13000.0,10,6.0,Chocolate bar.png,Chocolate bar
914,"Full of creamy, chocolately goodness.",2185,True,1.0,6000.0,2,1.0,Chocolate bomb.png,Chocolate bomb
915,This looks very tasty.,1897,False,28.0,6000.0,70,42.0,Chocolate cake.png,Chocolate cake
916,It's ground up chocolate.,1975,False,1.0,13000.0,2,1.0,Chocolate dust.png,Chocolate dust
917,A bowl of chopped garlic.,7074,True,2.0,13000.0,7,4.0,Chopped garlic.png,Chopped garlic
918,A mixture of onions in a bowl.,1871,True,1.0,11000.0,3,1.0,Chopped onion.png,Chopped onion
919,A mixture of tomatoes in a bowl.,1869,True,1.0,11000.0,3,1.0,Chopped tomato.png,Chopped tomato
920,A bowl of finely chopped tuna.,7086,True,41.0,13000.0,104,62.0,Chopped tuna.png,Chopped tuna
921,Strips of ugthanki meat in a bowl.,1873,True,2.0,11000.0,5,3.0,Chopped ugthanki.png,Chopped ugthanki
922,I need to pull this.,962,False,1.0,50.0,1,1.0,Christmas cracker.png,Christmas cracker
923,A glass of cider.,5763,True,1.0,2000.0,2,1.0,Cider.png,Cider
924,How does it all fit in there?,8518,True,4.0,500.0,10,6.0,Cider barrel (flatpack).png,Cider barrel (flatpack)
925,This keg contains 4 pints of Cider.,5849,True,1.0,2000.0,1,1.0,Cider(4).png,Cider(4)
926,This keg contains 4 pints of mature Cider.,5929,True,1.0,2000.0,1,1.0,Cider(m4).png,Cider(m4)
927,A toughened chunk of dagannoth hide.,6169,True,24.0,11000.0,60,36.0,Circular hide.png,Circular hide
928,Ghetto disguise!,9644,True,2.0,150.0,5,3.0,Citizen shoes.png,Citizen shoes
929,Ghetto disguise!,9640,True,2.0,150.0,5,3.0,Citizen top.png,Citizen top
930,Ghetto disguise!,9642,True,2.0,150.0,5,3.0,Citizen trousers.png,Citizen trousers
931,Some hard dry clay.,434,False,1.0,13000.0,1,1.0,Clay.png,Clay
932,A spirit soaked piece of silk which can be used to remove poison.,3188,True,24.0,40.0,60,36.0,Cleaning cloth.png,Cleaning cloth
933,An effective tool for chopping tough meat.,7451,True,10240.0,50.0,25600,15360.0,Cleaver.png,Cleaver
934,Boots made for climbing.,3105,True,4.0,200.0,12,7.0,Climbing boots.png,Climbing boots
935,Boots made for climbing. Nice trim!,23413,True,30000.0,4.0,75000,45000.0,Climbing boots (g).png,Climbing boots (g)
936,A clockwork mechanism.,8792,True,200.0,11000.0,500,300.0,Clockwork.png,Clockwork
937,Protects your clue scroll if you die.,12789,True,4.0,50.0,10,6.0,Clue box.png,Clue box
938,Hmm a non-renewable energy source!,453,False,18.0,13000.0,45,27.0,Coal.png,Coal
939,For sipping cocktails.,2026,True,1.0,13000.0,1,1.0,Cocktail glass.png,Cocktail glass
940,A book on tree gnome cocktails.,2023,True,1.0,15.0,2,1.0,Cocktail guide.png,Cocktail guide
941,Used for mixing cocktails.,2025,True,1.0,40.0,2,1.0,Cocktail shaker.png,Cocktail shaker
942,It's a coconut.,5974,True,34.0,11000.0,87,52.0,Coconut.png,Coconut
943,A vial filled with coconut milk,5935,True,1.0,11000.0,1,1.0,Coconut milk.png,Coconut milk
944,Some nicely cooked cod.,339,True,4.0,6000.0,10,6.0,Cod.png,Cod
945,Light weight head protection.,1169,False,80.0,125.0,200,120.0,Coif.png,Coif
946,You will need to recharge the bracelet at the Legends Guild.,11126,True,8416.0,10000.0,21040,12624.0,Combat bracelet.png,Combat bracelet
947,A handy way to get around.,11118,True,8416.0,10000.0,21040,12624.0,Combat bracelet(4).png,Combat bracelet(4)
948,A handy way to get around.,11972,True,8416.0,10000.0,21040,12624.0,Combat bracelet(6).png,Combat bracelet(6)
949,One dose of fishy combat potion.,11447,True,20.0,2000.0,52,31.0,Combat mix(1).png,Combat mix(1)
950,Two doses of fishy combat potion.,11445,True,42.0,2000.0,105,63.0,Combat mix(2).png,Combat mix(2)
951,"A set containing 4-dose vials of Attack, Strength and Defence potions.",13064,True,28.0,2000.0,70,42.0,Combat potion set.png,Combat potion set
952,1 dose of combat potion.,9745,True,20.0,2000.0,52,31.0,Combat potion(1).png,Combat potion(1)
953,2 doses of combat potion.,9743,True,42.0,2000.0,105,63.0,Combat potion(2).png,Combat potion(2)
954,3 doses of combat potion.,9741,True,64.0,2000.0,160,96.0,Combat potion(3).png,Combat potion(3)
955,4 doses of combat potion.,9739,True,86.0,2000.0,215,129.0,Combat potion(4).png,Combat potion(4)
956,Common fur from a common kebbit.,10121,True,4.0,10000.0,12,7.0,Common kebbit fur.png,Common kebbit fur
957,The most common of the tench.,22829,True,1.0,13000.0,3,1.0,Common tench.png,Common tench
958,A composite ogre bow.,4827,True,72.0,70.0,180,108.0,Comp ogre bow.png,Comp ogre bow
959,"Good for plants, helps them grow.",6032,True,8.0,2000.0,20,12.0,Compost.png,Compost
960,Pour this on compost to turn it into super-compost.,6476,True,12.0,50.0,30,18.0,Compost potion(1).png,Compost potion(1)
961,Pour this on compost to turn it into super-compost.,6474,True,24.0,50.0,60,36.0,Compost potion(2).png,Compost potion(2)
962,Pour this on compost to turn it into super-compost.,6472,True,36.0,50.0,90,54.0,Compost potion(3).png,Compost potion(3)
963,Pour this on compost to turn it into super-compost.,6470,True,48.0,50.0,120,72.0,Compost potion(4).png,Compost potion(4)
964,The gold standard of gold.,26266,True,3200000.0,,8000000,4800000.0,Condensed gold.png,Condensed gold
965,Mmm this looks tasty.,2140,False,1.0,6000.0,4,2.0,Cooked chicken.png,Cooked chicken
966,It might look delicious to an ogre.,2878,True,52.0,6000.0,130,78.0,Cooked chompy.png,Cooked chompy
967,Roasted chompy bird.,7228,True,34.0,100.0,85,51.0,Cooked chompy (roasted).png,Cooked chompy (roasted)
968,Nice and tasty!,7521,True,20.0,6000.0,50,30.0,Cooked crab meat 5.png,Cooked crab meat
969,Lovely Jubbly!,7568,True,60.0,10000.0,150,90.0,Cooked jubbly.png,Cooked jubbly
970,Cooked octopus. It looks very nutritious.,3144,True,100.0,10000.0,250,150.0,Cooked karambwan.png,Cooked karambwan
971,Mmm this looks tasty.,2142,False,1.0,6000.0,4,2.0,Cooked meat.png,Cooked meat
972,I don't want to think about what kind of meat it is.,24785,True,1.0,,1,1.0,Cooked mystery meat.png,Cooked mystery meat
973,Deliciously cooked oomlie meat in a palm leaf pouch.,2343,True,14.0,15.0,35,21.0,Cooked oomlie wrap.png,Cooked oomlie wrap
974,Mmm this looks tasty.,3228,True,1.0,6000.0,4,2.0,Cooked rabbit.png,Cooked rabbit
975,"A cooked slimy eel - not delicious, but pretty nutritious.",3381,True,1.0,6000.0,1,1.0,Cooked slimy eel.png,Cooked slimy eel
976,Delicious cooked sweetcorn.,5988,True,3.0,11000.0,9,5.0,Cooked sweetcorn.png,Cooked sweetcorn
977,Keeps the doctor away.,1955,False,1.0,13000.0,1,1.0,Cooking apple.png,Cooking apple
978,This needs refining.,436,False,1.0,13000.0,3,1.0,Copper ore.png,Copper ore
979,It's cornflour.,7466,False,1.0,15.0,1,1.0,Cornflour.png,Cornflour
980,Used for enchant spells.,564,False,20.0,12000.0,50,30.0,Cosmic rune.png,Cosmic rune
981,A mysterious power emanates from the talisman...,1454,True,1.0,11000.0,4,2.0,Cosmic talisman.png,Cosmic talisman
982,A tiara infused with the properties of the cosmos.,5539,True,40.0,40.0,100,60.0,Cosmic tiara.png,Cosmic tiara
983,I should take this to the tannery.,1739,False,1.0,13000.0,2,1.0,Cowhide.png,Cowhide
984,This bow once belonged to a formidable follower of Armadyl.,22547,True,48000.0,8.0,120000,72000.0,Craw's bow (u).png,Craw's bow (u)
985,"They're soft, silky and cream.",632,True,80.0,150.0,200,120.0,Cream boots.png,Cream boots
986,A silly cream pointed hat.,662,True,64.0,150.0,160,96.0,Cream hat.png,Cream hat
987,Made by Tree Gnomes with a thing for cream.,652,True,72.0,150.0,180,108.0,Cream robe bottoms.png,Cream robe bottoms
988,"The ultimate in gnome design, now in cream!",642,True,72.0,150.0,180,108.0,Cream robe top.png,Cream robe top
989,For whom?,20243,True,2000.0,4.0,5000,3000.0,Crier bell.png,Crier bell
990,Don't shoot the messenger!,20240,True,2000.0,4.0,5000,3000.0,Crier coat.png,Crier coat
991,Hear ye! Hear ye!,12319,True,2000.0,4.0,5000,3000.0,Crier hat.png,Crier hat
992,This fires crossbow bolts.,837,False,28.0,125.0,70,42.0,Crossbow.png,Crossbow
993,A string for a crossbow.,9438,True,1.0,11000.0,1,1.0,Crossbow string.png,Crossbow string
994,How does it all fit in there?,8496,True,4.0,500.0,10,6.0,Crude chair (flatpack).png,Crude chair (flatpack)
995,A shallow tray used for baking crunchies in.,2165,True,4.0,40.0,10,6.0,Crunchy tray.png,Crunchy tray
996,A crushed bird's nest.,6693,True,80.0,11000.0,200,120.0,Crushed nest.png,Crushed nest
997,Ground up superior dragon bones.,21975,True,20.0,11000.0,50,30.0,Crushed superior dragon bones.png,Crushed superior dragon bones
998,A seed to be sung into the finest crystal armour.,23956,True,200000.0,,500000,300000.0,Crystal armour seed.png,Crystal armour seed
999,How does it all fit in there?,8624,True,4.0,500.0,10,6.0,Crystal ball (flatpack).png,Crystal ball (flatpack)
1000,Smells of victory.,24000,True,12000.0,,30000,18000.0,Crystal grail.png,Crystal grail
1001,A mysterious key for a mysterious chest.,989,True,60.0,11000.0,150,90.0,Crystal key.png,Crystal key
1002,How does it all fit in there?,8628,True,4.0,500.0,10,6.0,Crystal of power (flatpack).png,Crystal of power (flatpack)
1003,A seed to be sung into the best tools of the craft.,23953,True,200000.0,100.0,500000,300000.0,Crystal tool seed.png,Crystal tool seed
1004,A seed to be sung into the finest crystal weapons.,4207,True,1.0,70.0,1,1.0,Crystal weapon seed.png,Crystal weapon seed
1005,It's hot!,4460,True,4.0,13000.0,10,6.0,Cup of hot water.png,Cup of hot water
1006,A nice cup of tea.,1978,True,4.0,2000.0,10,6.0,Cup of tea.png,Cup of tea
1007,A cup of water.,4458,True,4.0,13000.0,10,6.0,Cup of water.png,Cup of water
1008,Ready to be cut and sewn into armour.,10820,True,40.0,13000.0,100,60.0,Cured yak-hide.png,Cured yak-hide
1009,It's a spicy hot curry.,2011,True,8.0,10000.0,20,12.0,Curry.png,Curry
1010,I could make a spicy curry with this.,5970,True,7.0,11000.0,19,11.0,Curry leaf.png,Curry leaf
1011,This sapling is ready to be replanted in a fruit tree patch.,5499,True,1.0,200.0,1,1.0,Curry sapling.png,Curry sapling
1012,Plant in a plantpot of soil to grow a sapling.,5286,True,15.0,200.0,39,23.0,Curry tree seed 5.png,Curry tree seed
1013,You'd expect this to interfere with your 3D vision.,19915,True,2000.0,4.0,5000,3000.0,Cyclops head.png,Cyclops head
1014,These would feed a dogfish for months!,6729,True,60.0,7500.0,150,90.0,Dagannoth bones.png,Dagannoth bones
1015,A sturdy piece of dagannoth hide.,6155,True,24.0,11000.0,60,36.0,Dagannoth hide.png,Dagannoth hide
1016,A hat worn by members of the Dagon'hai.,24288,True,6800.0,,17000,10200.0,Dagon'hai hat.png,Dagon'hai hat
1017,A robe worn by members of the Dagon'hai.,24294,True,36000.0,,90000,54000.0,Dagon'hai robe bottom.png,Dagon'hai robe bottom
1018,A robe worn by members of the Dagon'hai.,24291,True,56000.0,,140000,84000.0,Dagon'hai robe top.png,Dagon'hai robe top
1019,"A set containing a Dagon'hai hat, robe top and robe bottom.",24333,True,86800.0,,217000,130200.0,Dagon'hai robes set.png,Dagon'hai robes set
1020,"Smells like the north end of a southbound monkey, because it is.",19665,True,1.0,13000.0,2,1.0,Damaged monkey tail.png,Damaged monkey tail
1021,"A teleport to Dareeyak, in level 23 Wilderness.",12777,True,1.0,10000.0,1,1.0,Dareeyak teleport (tablet).png,Dareeyak teleport (tablet)
1022,A bow from a darker dimension.,11235,True,48000.0,8.0,120002,72001.0,Dark bow.png,Dark bow
1023,Bow ties are cool.,19970,True,2000.0,4.0,5000,3000.0,Dark bow tie.png,Dark bow tie
1024,All for one and one for all!,2641,True,80.0,4.0,200,120.0,Dark cavalier.png,Dark cavalier
1025,This looks tricky to eat.,11936,True,128.0,10000.0,320,192.0,Dark crab.png,Dark crab
1026,What on earth would eat this?,11940,True,1.0,8000.0,3,1.0,Dark fishing bait.png,Dark fishing bait
1027,Use on infinity pieces to recolour them!,12528,True,2000.0,4.0,5000,3000.0,Dark infinity colour kit.png,Dark infinity colour kit
1028,"Sleek, silent and furry.",10115,True,84.0,10000.0,210,126.0,Dark kebbit fur.png,Dark kebbit fur
1029,Dark tuxedo trousers with white stockings.,19964,True,2400.0,4.0,6000,3600.0,Dark trousers.png,Dark trousers
1030,Linked tuxedo cuffs with a dark trim.,19961,True,1200.0,4.0,3000,1800.0,Dark tuxedo cuffs.png,Dark tuxedo cuffs
1031,A dark tuxedo jacket with a white shirt.,19958,True,4000.0,4.0,10000,6000.0,Dark tuxedo jacket.png,Dark tuxedo jacket
1032,Dark shoes to match your dark tuxedo.,19967,True,1200.0,4.0,3000,1800.0,Dark tuxedo shoes.png,Dark tuxedo shoes
1033,Nature's equivalent of go-faster stripes.,10127,True,108.0,10000.0,270,162.0,Dashing kebbit fur.png,Dashing kebbit fur
1034,Used for medium level missile spells.,560,False,72.0,25000.0,180,108.0,Death rune.png,Death rune
1035,A mysterious power emanates from the talisman...,1456,True,1.0,11000.0,4,2.0,Death talisman.png,Death talisman
1036,A tiara infused with the properties of death.,5547,True,40.0,40.0,100,60.0,Death tiara.png,Death tiara
