examine,id,members,lowalch,limit,value,highalch,icon,name
'Bob says: Never trade in the wilderness!',10320,True,1.0,4.0,3,1.0,Bob's green shirt.png,Bob's green shirt
'Bob says: Keep your computer keylogger free and virus scanned.',10324,True,1.0,4.0,3,1.0,Bob's purple shirt.png,Bob's purple shirt
'Bob says: Never give your password out to anyone.',10316,True,1.0,4.0,3,1.0,Bob's red shirt.png,Bob's red shirt
Used for curse spells.,559,False,1.0,12000.0,3,1.0,Body rune.png,Body rune
A mysterious power emanates from the talisman...,1446,False,1.0,11000.0,4,2.0,Body talisman.png,Body talisman
A tiara infused with the properties of the body.,5533,False,40.0,40.0,100,60.0,Body tiara.png,Body tiara
A mould for creating silver crossbow bolts.,9434,True,10.0,40.0,25,15.0,Bolt mould.png,Bolt mould
A bolt of ordinary cloth.,8790,True,200.0,13000.0,500,300.0,Bolt of cloth.png,Bolt of cloth
Must need a special type of crossbow to use this.,4740,True,20.0,11000.0,50,30.0,Bolt rack 5.png,Bolt rack
Good if you have a bone crossbow!,8882,True,1.0,11000.0,3,1.0,Bone bolts 5.png,Bone bolts
Basic but brutal!,5018,True,240.0,4.0,600,360.0,Bone club.png,Bone club
A powerful dagger.,8872,True,800.0,70.0,2000,1200.0,Bone dagger.png,Bone dagger
A powerful dagger.,8874,True,800.0,70.0,2000,1200.0,Bone dagger (p).png,Bone dagger (p)
A powerful dagger.,8876,True,800.0,70.0,2000,1200.0,Bone dagger (p+).png,Bone dagger (p+)
A powerful dagger.,8878,True,800.0,70.0,2000,1200.0,Bone dagger (p++).png,Bone dagger (p++)
Ground down bone fragments.,25139,False,1.0,100.0,1,1.0,Bone fragments 5.png,Bone fragments
Basic but brutal!,5016,True,240.0,4.0,600,360.0,Bone spear.png,Bone spear
Bones are for burying!,526,False,1.0,3000.0,1,1.0,Bones.png,Bones
A tablet containing a magic spell.,8014,True,1.0,10000.0,1,1.0,Bones to bananas (tablet).png,Bones to bananas (tablet)
A tablet containing a magic spell.,8015,True,1.0,10000.0,1,1.0,Bones to peaches (tablet).png,Bones to peaches (tablet)
A set containing the four pages of Guthix's Book of Balance.,13153,True,2800.0,5.0,7000,4200.0,Book of balance page set.png,Book of balance page set
A set containing the four pages of the Ancient Book of Darkness.,13159,True,3000.0,5.0,7500,4500.0,Book of darkness page set.png,Book of darkness page set
A set containing the four pages of Armadyl's Book of Law.,13157,True,3000.0,5.0,7500,4500.0,Book of law page set.png,Book of law page set
A set containing the four pages of Bandos' Book of War.,13155,True,3000.0,5.0,7500,4500.0,Book of war page set.png,Book of war page set
How does it all fit in there?,8510,True,4.0,500.0,10,6.0,Bookcase (flatpack).png,Bookcase (flatpack)
A pair of heat resistant boots charged with the claw of the ferocious Drake.,22951,True,8000.0,70.0,20000,12000.0,Boots of brimstone.png,Boots of brimstone
A dark power is woven into these boots.,20140,True,4000.0,70.0,10000,6000.0,Boots of darkness.png,Boots of darkness
A pair of heat resistant boots with rocky soles.,23037,True,80.0,125.0,200,120.0,Boots of stone.png,Boots of stone
Mmm botanical pie.,19662,True,12.0,10000.0,30,18.0,Botanical pie.png,Botanical pie
A very good vintage.,7919,True,200.0,10000.0,500,300.0,Bottle of wine.png,Bottle of wine
Several dragonfruit were squeezed into this vial and it has been powered by the fires of Mount Karuulm.,23002,True,200.0,50.0,500,300.0,Bottled dragonbreath.png,Bottled dragonbreath
Several dragonfruit were squeezed into this vial.,22999,True,200.0,50.0,500,300.0,Bottled dragonbreath (unpowered).png,Bottled dragonbreath (unpowered)
It's a bucket that can hold a lot of compost at once.,22994,True,18000.0,5.0,45000,27000.0,Bottomless compost bucket.png,Bottomless compost bucket
A magical elven bow.,25862,True,2000000.0,,5000000,3000000.0,Bow of faerdhinen (inactive).png,Bow of faerdhinen (inactive)
I need a bow stave to attach this to.,1777,True,4.0,13000.0,10,6.0,Bow string.png,Bow string
Useful for mixing things.,1923,False,1.0,13000.0,4,2.0,Bowl.png,Bowl
It's a bowl of hot water.,4456,True,4.0,13000.0,10,6.0,Bowl of hot water.png,Bowl of hot water
It's a bowl of water.,1921,False,1.0,13000.0,4,2.0,Bowl of water.png,Bowl of water
The bowl wig.,20110,True,1.0,4.0,1,1.0,Bowl wig.png,Bowl wig
"If a creature goes inside, the box should then slam shut.",10008,True,12.0,250.0,32,19.0,Box trap.png,Box trap
Used to make gold bracelets.,11065,True,2.0,40.0,5,3.0,Bracelet mould.png,Bracelet mould
Now I can become a potter.,11074,True,506.0,10000.0,1265,759.0,Bracelet of clay.png,Bracelet of clay
The bracelet is dull and powerless.,21817,True,28800.0,10000.0,72000,43200.0,Bracelet of ethereum.png,Bracelet of ethereum (uncharged)
Occasionally prevents slayer kill count being decremented.,21183,True,1000.0,10000.0,2500,1500.0,Bracelet of slaughter.png,Bracelet of slaughter
A strong spirit best served in a large glass.,2021,True,2.0,13000.0,5,3.0,Brandy.png,Brandy
Opens a door that leads into a dungeon.,983,False,1.0,15.0,1,1.0,Brass key.png,Brass key
I'd prefer a gold one.,1009,False,12.0,150.0,30,18.0,Brass necklace.png,Brass necklace
Nice crispy bread.,2309,False,4.0,6000.0,12,7.0,Bread.png,Bread
Some uncooked dough.,2307,False,1.0,13000.0,4,2.0,Bread dough.png,Bread dough
For your first day in the big city.,12335,True,266.0,4.0,666,399.0,Briefcase.png,Briefcase
A well balanced ring that aids in piercing magic defence.,22975,True,4000.0,8.0,10000,6000.0,Brimstone ring.png,Brimstone ring
A salty sword.,11037,True,10400.0,8.0,26000,15600.0,Brine sabre.png,Brine sabre
Arrowheads with broad tips.,11874,True,22.0,7000.0,55,33.0,Broad arrowheads 5.png,Broad arrowheads
Crossbow bolts with broad tips.,11875,True,22.0,7000.0,55,33.0,Broad bolts 5.png,Broad bolts
An orange and bark coloured snail shell helmet.,3335,True,120.0,150.0,300,180.0,Broken bark snelm.png,Broken bark snelm
The item to make into a hasta.,22963,True,24960.0,70.0,62400,37440.0,Broken dragon hasta.png,Broken dragon hasta
A two handed sword.,1307,False,32.0,125.0,80,48.0,Bronze 2h sword.png,Bronze 2h sword
Arrows with bronze heads.,882,False,1.0,7000.0,1,1.0,Bronze arrow 5.png,Bronze arrow
Venomous-looking arrows.,883,True,1.0,7000.0,1,1.0,Bronze arrow(p) 5.png,Bronze arrow(p)
Venomous-looking arrows.,5616,True,1.0,7000.0,1,1.0,Bronze arrow(p+) 5.png,Bronze arrow(p+)
Venomous-looking arrows.,5622,True,1.0,7000.0,1,1.0,Bronze arrow(p++) 5.png,Bronze arrow(p++)
I can make some arrows with these.,39,True,1.0,10000.0,1,1.0,Bronze arrowtips.png,Bronze arrowtips
A woodcutter's axe.,1351,False,6.0,40.0,16,9.0,Bronze axe.png,Bronze axe
It's a bar of bronze.,2349,False,3.0,10000.0,8,4.0,Bronze bar.png,Bronze bar
A vicious looking axe.,1375,False,20.0,125.0,52,31.0,Bronze battleaxe.png,Bronze battleaxe
Bronze crossbow bolts.,877,False,1.0,7000.0,1,1.0,Bronze bolts 5.png,Bronze bolts
Some poisoned bronze bolts.,878,True,1.0,11000.0,1,1.0,Bronze bolts (p) 5.png,Bronze bolts (p)
Some poisoned bronze bolts.,6061,True,1.0,11000.0,1,1.0,Bronze bolts (p+) 5.png,Bronze bolts (p+)
Super poisoned bronze bolts.,6062,True,1.0,11000.0,1,1.0,Bronze bolts (p++) 5.png,Bronze bolts (p++)
Unfeathered bronze crossbow bolts.,9375,True,1.0,13000.0,1,1.0,Bronze bolts (unf) 5.png,Bronze bolts (unf)
These will protect my feet.,4119,True,9.0,125.0,24,14.0,Bronze boots.png,Bronze boots
Blunt bronze arrow... ouch.,4773,True,2.0,11000.0,5,3.0,Bronze brutal 5.png,Bronze brutal
A series of connected metal rings.,1103,False,24.0,125.0,60,36.0,Bronze chainbody.png,Bronze chainbody
A set of fighting claws.,3095,True,6.0,125.0,15,9.0,Bronze claws.png,Bronze claws
A bronze crossbow.,9174,True,29.0,125.0,73,43.0,Bronze crossbow.png,Bronze crossbow
An unstrung bronze crossbow.,9454,True,16.0,10000.0,40,24.0,Bronze crossbow (u).png,Bronze crossbow (u)
Short but pointy.,1205,False,4.0,125.0,10,6.0,Bronze dagger.png,Bronze dagger
This dagger is poisoned.,1221,True,4.0,125.0,10,6.0,Bronze dagger(p).png,Bronze dagger(p)
This dagger is poisoned.,5670,True,4.0,125.0,10,6.0,Bronze dagger(p+).png,Bronze dagger(p+)
This dagger is poisoned.,5688,True,4.0,125.0,10,6.0,Bronze dagger(p++).png,Bronze dagger(p++)
A deadly throwing dart with a bronze tip.,806,True,1.0,7000.0,1,1.0,Bronze dart.png,Bronze dart
A deadly looking dart tip made of bronze - needs feathers for flight.,819,True,1.0,13000.0,1,1.0,Bronze dart tip.png,Bronze dart tip
A deadly poisoned dart with a bronze tip.,812,True,1.0,7000.0,1,1.0,Bronze dart(p).png,Bronze dart(p)
A deadly poisoned dart with a bronze tip.,5628,True,1.0,7000.0,1,1.0,Bronze dart(p+).png,Bronze dart(p+)
A deadly poisoned dart with a bronze tip.,5635,True,1.0,7000.0,1,1.0,Bronze dart(p++).png,Bronze dart(p++)
Do I look scary?,12363,True,4000.0,4.0,10000,6000.0,Bronze dragon mask.png,Bronze dragon mask
A full face helmet.,1155,False,17.0,125.0,44,26.0,Bronze full helm.png,Bronze full helm
Bronze full helm with gold trim.,12211,False,19.0,4.0,48,28.0,Bronze full helm (g).png,Bronze full helm (g)
Bronze full helm with trim.,12221,False,19.0,4.0,48,28.0,Bronze full helm (t).png,Bronze full helm (t)
"A set containing a full helm, platebody, legs and kiteshield.",12968,False,80.0,8.0,200,120.0,Bronze gold-trimmed set (lg).png,Bronze gold-trimmed set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",12970,False,80.0,8.0,200,120.0,Bronze gold-trimmed set (sk).png,Bronze gold-trimmed set (sk)
A bronze halberd.,3190,True,32.0,125.0,80,48.0,Bronze halberd.png,Bronze halberd
"A bronze-tipped, one-handed hasta.",11367,True,10.0,125.0,26,15.0,Bronze hasta.png,Bronze hasta
"A poison tipped, one-handed bronze hasta.",11379,True,10.0,125.0,26,15.0,Bronze hasta(p).png,Bronze hasta(p)
"A poison tipped, one-handed bronze hasta.",11382,True,10.0,125.0,26,15.0,Bronze hasta(p+).png,Bronze hasta(p+)
"A poison-tipped, one-handed bronze hasta.",11384,True,10.0,125.0,26,15.0,Bronze hasta(p++).png,Bronze hasta(p++)
A bronze tipped javelin.,825,True,1.0,7000.0,4,2.0,Bronze javelin.png,Bronze javelin
Needs a shaft.,19570,True,10.0,10000.0,25,15.0,Bronze javelin heads 5.png,Bronze javelin heads
A bronze tipped javelin.,831,True,1.0,7000.0,4,2.0,Bronze javelin(p).png,Bronze javelin(p)
A bronze tipped javelin.,5642,True,1.0,7000.0,4,2.0,Bronze javelin(p+).png,Bronze javelin(p+)
A bronze tipped javelin.,5648,True,1.0,7000.0,4,2.0,Bronze javelin(p++).png,Bronze javelin(p++)
A large metal shield.,1189,False,27.0,125.0,68,40.0,Bronze kiteshield.png,Bronze kiteshield
Bronze kiteshield with gold trim.,12213,False,25.0,4.0,64,38.0,Bronze kiteshield (g).png,Bronze kiteshield (g)
Bronze kiteshield with trim.,12223,False,25.0,4.0,64,38.0,Bronze kiteshield (t).png,Bronze kiteshield (t)
A finely balanced throwing knife.,864,True,1.0,7000.0,1,1.0,Bronze knife.png,Bronze knife
A finely balanced throwing knife.,870,True,1.0,7000.0,1,1.0,Bronze knife(p).png,Bronze knife(p)
A finely balanced throwing knife.,5654,True,1.0,7000.0,1,1.0,Bronze knife(p+).png,Bronze knife(p+)
A finely balanced throwing knife.,5661,True,1.0,7000.0,1,1.0,Bronze knife(p++).png,Bronze knife(p++)
A pair of bronze crossbow limbs.,9420,True,8.0,10000.0,20,12.0,Bronze limbs.png,Bronze limbs
Perhaps someone can do something with this.,25442,True,320.0,8.0,800,480.0,Bronze locks.png,Bronze locks
A razor sharp longsword.,1291,False,16.0,125.0,40,24.0,Bronze longsword.png,Bronze longsword
A spiky mace.,1422,False,7.0,125.0,18,10.0,Bronze mace.png,Bronze mace
A medium sized helmet.,1139,False,9.0,125.0,24,14.0,Bronze med helm.png,Bronze med helm
Keeps things in place fairly permanently.,4819,True,1.0,13000.0,2,1.0,Bronze nails.png,Bronze nails
Used for mining.,1265,False,1.0,40.0,1,1.0,Bronze pickaxe.png,Bronze pickaxe
Provides excellent protection.,1117,False,64.0,125.0,160,96.0,Bronze platebody.png,Bronze platebody
Bronze platebody with gold trim.,12205,False,64.0,4.0,160,96.0,Bronze platebody (g).png,Bronze platebody (g)
Bronze platebody with trim.,12215,False,64.0,4.0,160,96.0,Bronze platebody (t).png,Bronze platebody (t)
These look pretty heavy.,1075,False,32.0,125.0,80,48.0,Bronze platelegs.png,Bronze platelegs
Bronze platelegs with gold trim.,12207,False,32.0,4.0,80,48.0,Bronze platelegs (g).png,Bronze platelegs (g)
Bronze platelegs with trim.,12217,False,32.0,4.0,80,48.0,Bronze platelegs (t).png,Bronze platelegs (t)
Designer leg protection.,1087,False,32.0,125.0,80,48.0,Bronze plateskirt.png,Bronze plateskirt
Bronze plateskirt with gold trim.,12209,False,32.0,4.0,80,48.0,Bronze plateskirt (g).png,Bronze plateskirt (g)
Bronze plateskirt with trim.,12219,False,32.0,4.0,80,48.0,Bronze plateskirt (t).png,Bronze plateskirt (t)
"A vicious, curved sword.",1321,False,12.0,125.0,32,19.0,Bronze scimitar.png,Bronze scimitar
"A set containing a full helm, platebody, legs and kiteshield.",12960,False,80.0,8.0,200,120.0,Bronze set (lg).png,Bronze set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",12962,False,80.0,8.0,200,120.0,Bronze set (sk).png,Bronze set (sk)
A bronze tipped spear.,1237,True,10.0,125.0,26,15.0,Bronze spear.png,Bronze spear
A poisoned bronze tipped spear.,1251,True,10.0,125.0,26,15.0,Bronze spear(p).png,Bronze spear(p)
A poisoned bronze tipped spear.,5704,True,10.0,125.0,26,15.0,Bronze spear(p+).png,Bronze spear(p+)
A poisoned bronze tipped spear.,5718,True,10.0,125.0,26,15.0,Bronze spear(p++).png,Bronze spear(p++)
A medium square shield.,1173,False,19.0,125.0,48,28.0,Bronze sq shield.png,Bronze sq shield
A razor sharp sword.,1277,False,10.0,125.0,26,15.0,Bronze sword.png,Bronze sword
A finely balanced throwing axe.,800,True,1.0,7000.0,3,1.0,Bronze thrownaxe.png,Bronze thrownaxe
"A set containing a full helm, platebody, legs and kiteshield.",12964,False,80.0,8.0,200,120.0,Bronze trimmed set (lg).png,Bronze trimmed set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",12966,False,80.0,8.0,200,120.0,Bronze trimmed set (sk).png,Bronze trimmed set (sk)
I don't think it's intended for joinery.,1337,False,18.0,125.0,47,28.0,Bronze warhammer.png,Bronze warhammer
Useful for Crafting items.,1794,True,8.0,15.0,20,12.0,Bronze wire.png,Bronze wire
A scary broodoo shield.,6259,True,1200.0,125.0,3000,1800.0,Broodoo shield (blue).png,Broodoo shield (10) (blue)
A scary broodoo shield.,6215,True,1200.0,125.0,3000,1800.0,Broodoo shield (green).png,Broodoo shield (10) (green)
A scary broodoo shield.,6237,True,1200.0,125.0,3000,1800.0,Broodoo shield (orange).png,Broodoo shield (10) (orange)
A scary broodoo shield.,6279,True,1200.0,125.0,3000,1800.0,Broodoo shield (blue).png,Broodoo shield (blue)
A scary broodoo shield.,6235,True,1200.0,125.0,3000,1800.0,Broodoo shield (green).png,Broodoo shield (green)
A scary broodoo shield.,6257,True,1200.0,125.0,3000,1800.0,Broodoo shield (orange).png,Broodoo shield (orange)
A mostly clean apron.,1757,False,1.0,40.0,2,1.0,Brown apron.png,Brown apron
A minimalist's hat.,2649,True,16.0,4.0,40,24.0,Brown headband.png,Brown headband
A brown toy horse.,2520,False,40.0,150.0,100,60.0,Brown toy horsey.png,Brown toy horsey
A moody blue pointed snail shell helmet.,3343,True,120.0,150.0,300,180.0,Bruise blue snelm (pointed).png,Bruise blue snelm (pointed)
A moody blue snail shell helmet.,3333,True,120.0,150.0,300,180.0,Bruise blue snelm (round).png,Bruise blue snelm (round)
Ready to infuse a Battlestaff with the power of Nature.,22372,True,2800.0,100.0,7000,4200.0,Bryophyta's essence.png,Bryophyta's essence
"It's a slightly magical stick. All natural, of course.",22368,True,26000.0,8.0,65000,39000.0,Bryophyta's staff (uncharged).png,Bryophyta's staff (uncharged)
It's a wooden bucket.,1925,False,1.0,13000.0,2,1.0,Bucket.png,Bucket
A helm made from a bucket.,19991,True,5600.0,4.0,14000,8400.0,Bucket helm.png,Bucket helm
A helm made from a golden bucket.,20059,True,5600.0,4.0,14000,8400.0,Bucket helm (g).png,Bucket helm (g)
It's a bucket of milk.,1927,False,2.0,13000.0,6,3.0,Bucket of milk.png,Bucket of milk
One of the ingredients for making glass.,1783,True,1.0,13000.0,2,1.0,Bucket of sand.png,Bucket of sand
It's a bucket of sap.,4687,True,12.0,15.0,30,18.0,Bucket of sap.png,Bucket of sap
It's a bucket of water.,1929,False,2.0,13000.0,6,3.0,Bucket of water.png,Bucket of water
It's a bucket of wax.,30,True,2.0,15.0,6,3.0,Bucket of wax.png,Bucket of wax
A sturdy steel lantern.,4548,True,168.0,10000.0,420,252.0,Bullseye lantern.png,Bullseye lantern
You need to add lamp oil before you can use it.,4546,True,160.0,10000.0,400,240.0,Bullseye lantern (empty).png,Bullseye lantern (empty)
You need to add a lens before you can use it.,4544,True,120.0,10000.0,300,180.0,Bullseye lantern (unf).png,Bullseye lantern (unf)
Useful teleports around the wilderness.,21166,True,500.0,10000.0,1250,750.0,Burning amulet.png,Burning amulet(5)
Bones are for burying!,528,False,1.0,3000.0,1,1.0,Burnt bones.png,Burnt bones
It's still warm to the touch.,20718,True,80.0,11000.0,200,120.0,Burnt page.png,Burnt page
It's got little holes in the top.,10012,True,1.0,40.0,1,1.0,Butterfly jar.png,Butterfly jar
